country_region_code;country_region;sub_region_1;sub_region_2;metro_area;iso_3166_2_code;census_fips_code;place_id;date;retail_and_recreation_percent_change_from_baseline;grocery_and_pharmacy_percent_change_from_baseline;parks_percent_change_from_baseline;transit_stations_percent_change_from_baseline;workplaces_percent_change_from_baseline;residential_percent_change_from_baseline
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;12/09/2021;10;62;-11;5;26;7
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;13/09/2021;6;59;6;25;37;5
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;14/09/2021;9;60;9;27;38;4
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;15/09/2021;10;63;-6;24;37;4
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;16/09/2021;9;58;0;25;36;5
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;17/09/2021;17;60;2;26;39;5
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;18/09/2021;16;67;-13;14;34;6
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;19/09/2021;6;59;-20;2;24;7
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;20/09/2021;5;61;-5;23;37;5
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;21/09/2021;10;65;2;27;39;4
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;22/09/2021;7;56;-13;23;40;5
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;23/09/2021;8;54;-7;24;40;6
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;24/09/2021;16;58;1;24;44;5
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;25/09/2021;14;64;-10;15;37;6
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;26/09/2021;9;63;-16;8;27;7
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;27/09/2021;2;57;-3;24;41;5
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;28/09/2021;6;60;-1;25;43;4
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;29/09/2021;6;59;-15;22;41;4
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;30/09/2021;18;73;-6;31;43;4
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;01/10/2021;27;81;4;34;45;4
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;02/10/2021;25;84;-5;21;37;4
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;03/10/2021;22;82;-12;13;28;5
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;04/10/2021;10;65;-2;29;40;5
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;05/10/2021;19;77;9;33;42;3
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;06/10/2021;18;74;-8;31;43;3
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;07/10/2021;21;74;-1;30;43;4
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;08/10/2021;29;73;12;30;47;4
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;09/10/2021;30;82;4;23;36;4
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;10/10/2021;23;74;3;7;27;5
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;11/10/2021;29;77;33;14;-2;8
BR;Brazil;State of Amazonas;Manaus;;;;ChIJW6jl1mcFbJIR3OKFSQxz2_A;12/10/2021;21;62;56;-12;-45;14
